,pricing,size,address,link
0,"$4,800,000","6 bds5 ba3,958 sqft - House for sale","1151 83rd St, Brooklyn, NY 11228",https://www.zillow.com/homedetails/1151-83rd-St-Brooklyn-NY-11228/30709746_zpid/
1,"$3,295,000","7 bds5 ba3,563 sqft - House for sale","144 Westminster Rd, Brooklyn, NY 11218",https://www.zillow.com/homedetails/144-Westminster-Rd-Brooklyn-NY-11218/30666659_zpid/
2,"$650,000","3 bds2 ba1,040 sqft - Condo for sale","3814 Shore Pkwy #3C, Brooklyn, NY 11235",https://www.zillow.com/homedetails/3814-Shore-Pkwy-3C-Brooklyn-NY-11235/82770594_zpid/
3,"$499,000","3 bds2 ba1,232 sqft - House for sale","120 Essex St, Brooklyn, NY 11208",https://www.zillow.com/homedetails/120-Essex-St-Brooklyn-NY-11208/30637455_zpid/
4,"$240,000",2 bds1 ba870 sqft - Condo for sale,"2555 Batchelder St APT 2A, Brooklyn, NY 11235",https://www.zillow.com/homedetails/2555-Batchelder-St-APT-2A-Brooklyn-NY-11235/245031071_zpid/
5,"$1,695,000","4 bds4 ba4,000 sqft - House for sale","1133 E 22nd St, Brooklyn, NY 11210",https://www.zillow.com/homedetails/1133-E-22nd-St-Brooklyn-NY-11210/30752159_zpid/
6,"$759,000","3 bds3 ba2,000 sqft - House for sale","4809 Foster Ave, Brooklyn, NY 11203",https://www.zillow.com/homedetails/4809-Foster-Ave-Brooklyn-NY-11203/30656522_zpid/
7,"$848,888","3 bds3 ba1,827 sqft - House for sale","1717 E 34th St, Brooklyn, NY 11234",https://www.zillow.com/homedetails/1717-E-34th-St-Brooklyn-NY-11234/30756916_zpid/
8,"$1,179,000","5 bds5 ba2,240 sqft - House for sale","50 Barbey St, Brooklyn, NY 11207",https://www.zillow.com/homedetails/50-Barbey-St-Brooklyn-NY-11207/30636718_zpid/
9,"$110,000","Studio 1 ba2,400 sqft - Apartment for sale","7416 20th Ave, Brooklyn, NY 11204",https://www.zillow.com/homedetails/7416-20th-Ave-Brooklyn-NY-11204/30705737_zpid/
10,"$1,450,000","6 bds2 ba2,653 sqft - Multi-family home for sale","429 Halsey St, Brooklyn, NY 11233",https://www.zillow.com/homedetails/429-Halsey-St-Brooklyn-NY-11233/30604687_zpid/
11,"$4,250,000","4 bds5 ba4,500 sqft - House for sale","7 Arlington Pl, Brooklyn, NY 11216",https://www.zillow.com/homedetails/7-Arlington-Pl-Brooklyn-NY-11216/30610691_zpid/
12,"$1,050,000","3 bds3 ba1,680 sqft - House for sale","2411 E 4th St, Brooklyn, NY 11223",https://www.zillow.com/homedetails/2411-E-4th-St-Brooklyn-NY-11223/30738981_zpid/
13,"$509,000",1 bd1 ba-- sqft - Condo for sale,"2025 Ocean Ave APT 2A, Brooklyn, NY 11230",https://www.zillow.com/homedetails/2025-Ocean-Ave-APT-2A-Brooklyn-NY-11230/2060424794_zpid/
14,"$848,000",3 bds2 ba-- sqft - Multi-family home for sale,"2382 Brigham Street, Sheepshead Bay, NY 11229",https://www.zillow.com/homedetails/2382-Brigham-St-Brooklyn-NY-11229/30747501_zpid/
15,"$200,000","5 bds2 ba1,056 sqft - House for sale","16 Matthews Pl, Brooklyn, NY 11236",https://www.zillow.com/homedetails/16-Matthews-Pl-Brooklyn-NY-11236/30778141_zpid/
16,"$500,000",2 bds1 ba629 sqft - Condo for sale,"458 E 25th St #102, Brooklyn, NY 11226",https://www.zillow.com/homedetails/458-E-25th-St-102-Brooklyn-NY-11226/2064287235_zpid/
17,"$2,788,000","4 bds4 ba3,960 sqft - Townhouse for sale","68 Sterling St, Brooklyn, NY 11225",https://www.zillow.com/homedetails/68-Sterling-St-Brooklyn-NY-11225/30595088_zpid/
18,"$250,000",Studio 1 ba-- sqft - Condo for sale,"100 Remsen St APT 1E, Brooklyn, NY 11201",https://www.zillow.com/homedetails/100-Remsen-St-APT-1E-Brooklyn-NY-11201/216112065_zpid/
19,"$638,000","3 bds2 ba1,290 sqft - House for sale","568 E 31st St, Brooklyn, NY 11210",https://www.zillow.com/homedetails/568-E-31st-St-Brooklyn-NY-11210/30663653_zpid/
20,"$2,150,000","5 bds4 ba2,400 sqft - Multi-family home for sale","410 Decatur St, Brooklyn, NY 11233",https://www.zillow.com/homedetails/410-Decatur-St-Brooklyn-NY-11233/30606116_zpid/
21,"$697,500","3 bds2 ba1,215 sqft - House for sale","1231 E 88th St, Brooklyn, NY 11236",https://www.zillow.com/homedetails/1231-E-88th-St-Brooklyn-NY-11236/30771437_zpid/
22,"$599,000","3 bds2 ba1,071 sqft - Condo for sale","118 Schenectady Ave APT 409, Brooklyn, NY 11213",https://www.zillow.com/homedetails/118-Schenectady-Ave-APT-409-Brooklyn-NY-11213/2067540519_zpid/
23,"$1,700,000","4 bds4 ba2,480 sqft - Multi-family home for sale","1970 71st St, Brooklyn, NY 11204",https://www.zillow.com/homedetails/1970-71st-St-Brooklyn-NY-11204/30704057_zpid/
24,"$2,900,000","5 bds5 ba2,944 sqft - House for sale","2318 Avenue P, Brooklyn, NY 11229",https://www.zillow.com/homedetails/2318-Avenue-P-Brooklyn-NY-11229/30727037_zpid/
25,"$1,385,000","4 bds3 ba1,712 sqft - House for sale","9111 Colonial Rd, Brooklyn, NY 11209",https://www.zillow.com/homedetails/9111-Colonial-Rd-Brooklyn-NY-11209/30700819_zpid/
26,"$969,000","3 bds2 ba1,890 sqft - House for sale","2316 Avenue T, Brooklyn, NY 11229",https://www.zillow.com/homedetails/2316-Avenue-T-Brooklyn-NY-11229/30743413_zpid/
27,"$525,000","1 bd1 ba5,500 sqft - Condo for sale","85 8th Ave #4, Brooklyn, NY 11215",https://www.zillow.com/homedetails/85-8th-Ave-4-Brooklyn-NY-11215/30586862_zpid/
28,"$599,000","3 bds2 ba1,250 sqft - Condo for sale","2928 W 5th St APT 6P, Brooklyn, NY 11224",https://www.zillow.com/homedetails/2928-W-5th-St-APT-6P-Brooklyn-NY-11224/245016908_zpid/
29,"$2,395,000","4 bds4 ba2,505 sqft - Townhouse for sale","1449 Dean St, Brooklyn, NY 11213",https://www.zillow.com/homedetails/1449-Dean-St-Brooklyn-NY-11213/30591229_zpid/
30,"$850,000","2 bds2 ba1,320 sqft - Condo for sale","1273 Dekalb Ave #1, Brooklyn, NY 11221",https://www.zillow.com/homedetails/1273-Dekalb-Ave-1-Brooklyn-NY-11221/300076726_zpid/
31,"$1,725,000","4 bds3 ba1,738 sqft - Condo for sale","922 8th Ave #1, Brooklyn, NY 11215",https://www.zillow.com/homedetails/922-8th-Ave-1-Brooklyn-NY-11215/2060986809_zpid/
32,"$1,079,000","2 bds3 ba1,938 sqft - Multi-family home for sale","7023 Ridge Crest Ter, Brooklyn, NY 11209",https://www.zillow.com/homedetails/7023-Ridge-Crest-Ter-Brooklyn-NY-11209/30693023_zpid/
33,"$1,599,000","5 bds5 ba2,500 sqft - House for sale","1445 E 26th St, Brooklyn, NY 11210",https://www.zillow.com/homedetails/1445-E-26th-St-Brooklyn-NY-11210/30755642_zpid/
34,"$1,650,000","2 bds2 ba1,109 sqft - Condo for sale","563 Carroll St #3, Brooklyn, NY 11215",https://www.zillow.com/homedetails/563-Carroll-St-3-Brooklyn-NY-11215/245028191_zpid/
35,"$848,888","3 bds3 ba1,827 sqft - House for sale","1717 E 34th St, Brooklyn, NY 11234",https://www.zillow.com/homedetails/1717-E-34th-St-Brooklyn-NY-11234/30756916_zpid/
36,"$670,000",1 bd1 ba-- sqft - Condo for sale,"150 Joralemon St #2C, Brooklyn, NY 11201",https://www.zillow.com/homedetails/150-Joralemon-St-2C-Brooklyn-NY-11201/79721792_zpid/
37,"$4,988,888","-- bds7 ba7,720 sqft - Multi-family home for sale","739 Grand St, Brooklyn, NY 11211",https://www.zillow.com/homedetails/739-Grand-St-Brooklyn-NY-11211/245522030_zpid/
38,"$1,199,000","-- bds2 ba3,300 sqft - House for sale","1772 Nostrand Ave, Brooklyn, NY 11226",https://www.zillow.com/homedetails/1772-Nostrand-Ave-Brooklyn-NY-11226/30668842_zpid/
39,"$850,000","2 bds2 ba1,100 sqft - Condo for sale","100 Remsen St APT 2A, Brooklyn, NY 11201",https://www.zillow.com/homedetails/100-Remsen-St-APT-2A-Brooklyn-NY-11201/245016155_zpid/
40,"$1,498,888","5 bds2 ba2,080 sqft - Multi-family home for sale","518 62nd St, Brooklyn, NY 11220",https://www.zillow.com/homedetails/518-62nd-St-Brooklyn-NY-11220/30691084_zpid/
41,"$1,850,000","3 bds3 ba2,100 sqft - Condo for sale","117 Prospect Park W APT 1, Brooklyn, NY 11215",https://www.zillow.com/homedetails/117-Prospect-Park-W-APT-1-Brooklyn-NY-11215/245016241_zpid/
42,"$399,999","3 bds1 ba1,134 sqft - House for sale","64 Nolans Lane, Canarsie, NY 11236",https://www.zillow.com/homedetails/64-Nolans-Ln-Brooklyn-NY-11236/2060433787_zpid/
43,"$1,080,000","3 bds3 ba1,440 sqft - House for sale","1272 77th St, Brooklyn, NY 11228",https://www.zillow.com/homedetails/1272-77th-St-Brooklyn-NY-11228/30707024_zpid/
44,"$265,000","3 bds1 ba1,050 sqft - Condo for sale","2209 Knapp St APT 3F, Brooklyn, NY 11229",https://www.zillow.com/homedetails/2209-Knapp-St-APT-3F-Brooklyn-NY-11229/244998229_zpid/
45,"$1,100,000","4 bds2 ba2,640 sqft - House for sale","2137 67th St, Brooklyn, NY 11204",https://www.zillow.com/homedetails/2137-67th-St-Brooklyn-NY-11204/30682566_zpid/
46,"$958,000","3 bds2 ba1,360 sqft - House for sale","1925 Haring St, Brooklyn, NY 11229",https://www.zillow.com/homedetails/1925-Haring-St-Brooklyn-NY-11229/30742714_zpid/
